Index,time,x_pos,y_pos
0,0.0010256767272949219,0,2400.1793905753407
1,0.05317258834838867,0,2400.1959613870554
2,0.10505366325378418,0,2400.3119570690606
3,0.15727639198303223,0,2400.6268024916412
4,0.2099144458770752,0,2401.255292315935
5,0.262026309967041,0,2402.2624105734394
6,0.31515026092529297,0,2403.653871792907
7,0.3675572872161865,0,2405.3099302413634
8,0.41976475715637207,0,2407.0902302172244
9,0.4715607166290283,0,2408.926061121838
10,0.5238523483276367,0,2410.7645387529437
11,0.575641393661499,0,2412.6030163840173
12,0.6287546157836914,0,2414.476849354158
13,0.6808352470397949,0,2416.3153269852637
14,0.7331089973449707,0,2418.1538046163373
15,0.7849836349487305,0,2419.992282247411
16,0.8370058536529541,0,2421.830759878517
17,0.8887147903442383,0,2423.6692375095904
18,0.94134521484375,0,2425.507715140664
19,0.9937164783477783,0,2427.3815481108045
20,1.0459537506103516,0,2429.2200257419104
21,1.0979480743408203,0,2431.058503372984
22,1.1502461433410645,0,2432.8969810040576
23,1.202336311340332,0,2434.7354586351635
24,1.254835605621338,0,2436.609291605304
25,1.3076395988464355,0,2438.483124575444
26,1.3599772453308105,0,2440.3216022065176
27,1.4120643138885498,0,2442.1600798376235
28,1.4645087718963623,0,2444.033912807764
29,1.5167670249938965,0,2445.8723904388376
30,1.5686602592468262,0,2447.7108680699434
31,1.6210436820983887,0,2449.549345701017
32,1.6737315654754639,0,2451.4231786711575
33,1.726010799407959,0,2453.261656302231
34,1.7778675556182861,0,2455.100133933337
35,1.8302338123321533,0,2456.9386115644106
36,1.8820085525512695,0,2458.777089195484
37,1.9338116645812988,0,2460.61556682659
38,1.9857394695281982,0,2462.4540444576637
39,2.0380682945251465,0,2464.2925220887696
40,2.090139865875244,0,2466.130999719843
41,2.1422102451324463,0,2467.9694773509173
42,2.1938130855560303,0,2469.807954982023
43,2.2460432052612305,0,2471.6464326130967
44,2.2980997562408447,0,2473.4849102441704
45,2.3508055210113525,0,2475.3233878752762
46,2.4031054973602295,0,2477.1972208454163
47,2.455209255218506,0,2479.0356984764903
48,2.5073494911193848,0,2480.874176107564
49,2.5591983795166016,0,2482.71265373867
50,2.6110527515411377,0,2484.5511313697434
51,2.663505792617798,0,2486.3896090008493
52,2.715703248977661,0,2488.26344197099
53,2.7678494453430176,0,2490.1019196020634
54,2.8200273513793945,0,2491.940397233137
55,2.87208890914917,0,2493.778874864243
56,2.9241764545440674,0,2495.6173524953165
57,2.9765355587005615,0,2497.491185465457
58,3.029217004776001,0,2499.329663096563
59,3.0818052291870117,0,2501.203496066703
60,3.134885787963867,0,2503.077329036843
61,3.187242031097412,0,2504.915806667917
62,3.2396745681762695,0,2506.789639638057
63,3.291755199432373,0,2508.628117269163
64,3.343899965286255,0,2510.4665949002365
65,3.3966097831726074,0,2512.3050725313105
66,3.449528217315674,0,2514.214260840517
67,3.5015549659729004,0,2516.052738471623
68,3.5534441471099854,0,2517.85586076363
69,3.6050987243652344,0,2519.694338394736
70,3.6576614379882812,0,2521.5681713648764
71,3.7101194858551025,0,2523.40664899595
72,3.762153148651123,0,2525.2451266270236
73,3.8148574829101562,0,2527.1189595971637
74,3.867177724838257,0,2528.9574372282696
75,3.919907331466675,0,2530.83127019841
76,3.971851348876953,0,2532.6697478294836
77,4.023716688156128,0,2534.5082254605895
78,4.076450347900391,0,2536.346703091663
79,4.128623962402344,0,2538.2205360618036
80,4.18058705329895,0,2540.0590136929095
81,4.2330827713012695,0,2541.897491323983
82,4.28509259223938,0,2543.7359689550567
83,4.33719539642334,0,2545.5744465861626
84,4.38962721824646,0,2547.4482795563026
85,4.442063331604004,0,2549.2867571873767
86,4.49400520324707,0,2551.1252348184503
87,4.546255588531494,0,2552.963712449556
88,4.598711729049683,0,2554.837545419696
89,4.6508777141571045,0,2556.67602305077
90,4.703081130981445,0,2558.5145006818757
91,4.7555413246154785,0,2560.388333652016
92,4.808324575424194,0,2562.22681128309
93,4.860931158065796,0,2564.1006442532303
94,4.913492918014526,0,2565.9744772233703
95,4.965554237365723,0,2567.812954854476
96,5.01783013343811,0,2569.65143248555
97,5.069857120513916,0,2571.4899101166234
98,5.121804237365723,0,2573.3283877477293
99,5.174180507659912,0,2575.1668653788033
100,5.226691484451294,0,2577.0406983489434
101,5.279062747955322,0,2578.8791759800492
102,5.33182692527771,0,2580.7530089501893
103,5.38458776473999,0,2582.6268419203298
104,5.437165975570679,0,2584.4653195514034
105,5.489689826965332,0,2586.339152521544
106,5.5421977043151855,0,2588.1776301526497
107,5.594720840454102,0,2590.0514631227898
108,5.646708726882935,0,2591.8899407538634
109,5.6991190910339355,0,2593.728418384937
110,5.752011060714722,0,2595.6022513551097
111,5.80400276184082,0,2597.4407289861833
112,5.856255292892456,0,2599.279206617257
113,5.908041477203369,0,2601.117684248363
114,5.96062159538269,0,2602.991517218503
115,6.012757778167725,0,2604.829994849577
116,6.064610719680786,0,2606.6684724806505
117,6.116937875747681,0,2608.5069501117564
118,6.169050455093384,0,2610.34542774283
119,6.221615791320801,0,2612.21926071297
120,6.274007797241211,0,2614.057738344076
121,6.326249361038208,0,2615.89621597515
122,6.378857612609863,0,2617.77004894529
123,6.430496454238892,0,2619.608526576396
124,6.482115268707275,0,2621.411648868403
125,6.534002065658569,0,2623.2501264994767
126,6.586590766906738,0,2625.123959469649
127,6.638761043548584,0,2626.962437100723
128,6.690536975860596,0,2628.8009147317966
129,6.74251127243042,0,2630.6393923629025
130,6.79514741897583,0,2632.477869993976
131,6.8468217849731445,0,2634.3163476250497
132,6.8987791538238525,0,2636.1548252561556
133,6.950980186462402,0,2637.993302887229
134,7.003340244293213,0,2639.8317805183033
135,7.05619740486145,0,2641.7056134884756
136,7.108797311782837,0,2643.5794464586156
137,7.161745548248291,0,2645.4179240896897
138,7.213721513748169,0,2647.2917570598297
139,7.265915155410767,0,2649.1302346909033
140,7.318228244781494,0,2650.968712322009
141,7.370733261108398,0,2652.8425452921497
142,7.422853946685791,0,2654.6810229232233
143,7.474472522735596,0,2656.519500554329
144,7.526644945144653,0,2658.3579781854028
145,7.578937530517578,0,2660.1964558164764
146,7.630682706832886,0,2662.0349334475823
147,7.683317184448242,0,2663.873411078656
148,7.735407829284668,0,2665.71188870973
149,7.787535905838013,0,2667.5857216799022
150,7.839429140090942,0,2669.424199310976
151,7.891550540924072,0,2671.2626769420494
152,7.943627595901489,0,2673.1011545731553
153,7.995686054229736,0,2674.939632204229
154,8.04782485961914,0,2676.778109835303
155,8.100128173828125,0,2678.616587466409
156,8.152260780334473,0,2680.4550650974825
157,8.20407748222351,0,2682.293542728556
158,8.256036281585693,0,2684.132020359662
159,8.307850122451782,0,2685.9704979907356
160,8.35965371131897,0,2687.808975621809
161,8.412811279296875,0,2689.682808591982
162,8.464513540267944,0,2691.5212862230555
163,8.516513347625732,0,2693.3563476870586
164,8.568257808685303,0,2695.0985734205483
165,8.620779752731323,0,2696.7485704035107
166,8.67346453666687,0,2698.1080177961444
167,8.725650310516357,0,2699.126564894693
168,8.777945280075073,0,2699.736309925202
169,8.830077171325684,0,2700.0487459711444
170,8.8817777633667,0,2700.163297902822
171,8.933534622192383,0,2700.1793905753407
